Nº de Títulos;Valor Total;Nº Baixados;Valor Total;Nº Confirmados;
4860;R$ 4.186.933,60;0;R$ 0,00;0;
Erro nº;Mensagem de erro;MSG_TECNICA;
493;Título está baixado. Matrícula [201505925] Número [152641            ] * Linha: 3467; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22076654] Linha: 3467;
494;Título está baixado. Matrícula [201508572] Número [142455            ] * Linha: 3468; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22076664] Linha: 3468;
495;Título está baixado. Matrícula [201309205] Número [143813            ] * Linha: 3469; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22075291] Linha: 3469;
496;Título está baixado. Matrícula [201401955] Número [156727            ] * Linha: 3470; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22075315] Linha: 3470;
497;Título está baixado. Matrícula [201401206] Número [153337            ] * Linha: 3471; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22074627] Linha: 3471;
498;Título está baixado. Matrícula [201400719] Número [144572            ] * Linha: 3472; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22074631] Linha: 3472;
499;Título está baixado. Matrícula [201408958] Número [145016            ] * Linha: 3473; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22075345] Linha: 3473;
500;Título está baixado. Matrícula [201400284] Número [153575            ] * Linha: 3474; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22074635] Linha: 3474;
501;Título está baixado. Matrícula [201400296] Número [152895            ] * Linha: 3475; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22074637] Linha: 3475;
502;Título está baixado. Matrícula [201411184] Número [142566            ] * Linha: 3476; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22074657] Linha: 3476;
503;Título está baixado. Matrícula [201411193] Número [154210            ] * Linha: 3477; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22074659] Linha: 3477;
504;Título está baixado. Matrícula [201313502] Número [149800            ] * Linha: 3478; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22074689] Linha: 3478;
505;Título está baixado. Matrícula [201313535] Número [147254            ] * Linha: 3479; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22074705] Linha: 3479;
506;Título está baixado. Matrícula [201400762] Número [147296            ] * Linha: 3480; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22074720] Linha: 3480;
507;Título está baixado. Matrícula [201401154] Número [151843            ] * Linha: 3481; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22074722] Linha: 3481;
508;Título está baixado. Matrícula [201401240] Número [143054            ] * Linha: 3482; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22074739] Linha: 3482;
509;Título está baixado. Matrícula [201314817] Número [149008            ] * Linha: 3483; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22074782] Linha: 3483;
510;Título está baixado. Matrícula [201313985] Número [154456            ] * Linha: 3484; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22074799] Linha: 3484;
511;Título está baixado. Matrícula [81410734] Número [142389            ] * Linha: 3485; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22074820] Linha: 3485;
512;Título está baixado. Matrícula [201400379] Número [149287            ] * Linha: 3486; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22074829] Linha: 3486;
513;Título está baixado. Matrícula [201410417] Número [155771            ] * Linha: 3487; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22074833] Linha: 3487;
514;Título está baixado. Matrícula [201409991] Número [142437            ] * Linha: 3488; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22074842] Linha: 3488;
515;Título está baixado. Matrícula [201410454] Número [147067            ] * Linha: 3489; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22074849] Linha: 3489;
516;Título está baixado. Matrícula [201412766] Número [148228            ] * Linha: 3490; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22074853] Linha: 3490;
517;Título está baixado. Matrícula [201314051] Número [141711            ] * Linha: 3491; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22074883] Linha: 3491;
518;Título está baixado. Matrícula [201314071] Número [141227            ] * Linha: 3492; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22074890] Linha: 3492;
519;Título está baixado. Matrícula [201400872] Número [155110            ] * Linha: 3493; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22074894] Linha: 3493;
520;Título está baixado. Matrícula [201405555] Número [147785            ] * Linha: 3494; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22074901] Linha: 3494;
521;Título está baixado. Matrícula [201410956] Número [145925            ] * Linha: 3495; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22074930] Linha: 3495;
522;Título está baixado. Matrícula [201313680] Número [152983            ] * Linha: 3496; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22074989] Linha: 3496;
523;Título está baixado. Matrícula [201406223] Número [146581            ] * Linha: 3497; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22075012] Linha: 3497;
524;Título está baixado. Matrícula [201405640] Número [153048            ] * Linha: 3498; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22075023] Linha: 3498;
525;Título está baixado. Matrícula [201411322] Número [150972            ] * Linha: 3499; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22075046] Linha: 3499;
526;Título está baixado. Matrícula [201413461] Número [154631            ] * Linha: 3500; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22075056] Linha: 3500;
527;Título está baixado. Matrícula [201313367] Número [156216            ] * Linha: 3501; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22075073] Linha: 3501;
528;Título está baixado. Matrícula [201313368] Número [141414            ] * Linha: 3502; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22075075] Linha: 3502;
529;Título está baixado. Matrícula [201518227] Número [157438            ] * Linha: 4065; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22053100] Linha: 4065;
530;Título está baixado. Matrícula [201518227] Número [157438            ] * Linha: 4066; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22053100] Linha: 4066;
531;Título está baixado. Matrícula [201201592] Número [157961            ] * Linha: 4067; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22053103] Linha: 4067;
532;Título está baixado. Matrícula [201411876] Número [158026            ] * Linha: 4068; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22053109] Linha: 4068;
533;Título está baixado. Matrícula [201405141] Número [158103            ] * Linha: 4069; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22053116] Linha: 4069;
534;Título está baixado. Matrícula [201305360] Número [158185            ] * Linha: 4070; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22053129] Linha: 4070;
535;Título está baixado. Matrícula [201400300] Número [149925            ] * Linha: 4071; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22060819] Linha: 4071;
536;Título está baixado. Matrícula [201410879] Número [153856            ] * Linha: 4072; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22060837] Linha: 4072;
537;Título está baixado. Matrícula [201410883] Número [144433            ] * Linha: 4073; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22060839] Linha: 4073;
538;Título está baixado. Matrícula [201416235] Número [153447            ] * Linha: 4074; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22060868] Linha: 4074;
539;Título está baixado. Matrícula [201400332] Número [143431            ] * Linha: 4075; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22060873] Linha: 4075;
540;Título está baixado. Matrícula [201400356] Número [156458            ] * Linha: 4076; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22060875] Linha: 4076;
541;Título está baixado. Matrícula [201400843] Número [141067            ] * Linha: 4077; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22060884] Linha: 4077;
542;Título está baixado. Matrícula [200901952] Número [157965            ] * Linha: 4078; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22053133] Linha: 4078;
543;Título está baixado. Matrícula [81523406] Número [157687            ] * Linha: 4079; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22053139] Linha: 4079;
544;Título está baixado. Matrícula [201409938] Número [153521            ] * Linha: 4080; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22060896] Linha: 4080;
545;Título está baixado. Matrícula [201416305] Número [145148            ] * Linha: 4081; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22060938] Linha: 4081;
546;Título está baixado. Matrícula [201410017] Número [143581            ] * Linha: 4082; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22060953] Linha: 4082;
547;Título está baixado. Matrícula [201410021] Número [155864            ] * Linha: 4083; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22060955] Linha: 4083;
548;Título está baixado. Matrícula [81523661] Número [157714            ] * Linha: 4084; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22053141] Linha: 4084;
549;Título está baixado. Matrícula [201415440] Número [151114            ] * Linha: 4085; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22060989] Linha: 4085;
550;Título está baixado. Matrícula [201413072] Número [153843            ] * Linha: 4086; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22060994] Linha: 4086;
551;Título está baixado. Matrícula [201416309] Número [143329            ] * Linha: 4087; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22061008] Linha: 4087;
552;Título está baixado. Matrícula [201416370] Número [148129            ] * Linha: 4088; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22061014] Linha: 4088;
553;Título está baixado. Matrícula [201406715] Número [144881            ] * Linha: 4089; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22061034] Linha: 4089;
554;Título está baixado. Matrícula [201410116] Número [147250            ] * Linha: 4090; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22061043] Linha: 4090;
555;Título está baixado. Matrícula [201507522] Número [149309            ] * Linha: 4091; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22061099] Linha: 4091;
556;Título está baixado. Matrícula [201508263] Número [144959            ] * Linha: 4092; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22061103] Linha: 4092;
557;Título está baixado. Matrícula [201509221] Número [148855            ] * Linha: 4093; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22061110] Linha: 4093;
558;Título está baixado. Matrícula [201512098] Número [146551            ] * Linha: 4094; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22061112] Linha: 4094;
559;Título está baixado. Matrícula [201506917] Número [155311            ] * Linha: 4095; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22061124] Linha: 4095;
560;Título está baixado. Matrícula [201505035] Número [148838            ] * Linha: 4096; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22061136] Linha: 4096;
561;Título está baixado. Matrícula [201505341] Número [149353            ] * Linha: 4097; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22061138] Linha: 4097;
562;Título está baixado. Matrícula [201510187] Número [154053            ] * Linha: 4098; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22061154] Linha: 4098;
563;Título está baixado. Matrícula [201505468] Número [144015            ] * Linha: 4099; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22061163] Linha: 4099;
564;Título está baixado. Matrícula [201507699] Número [149567            ] * Linha: 4100; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22061169] Linha: 4100;
565;Título está baixado. Matrícula [201512833] Número [143786            ] * Linha: 4101; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22061186] Linha: 4101;
566;Título está baixado. Matrícula [201503827] Número [150197            ] * Linha: 4102; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22061192] Linha: 4102;
567;Título está baixado. Matrícula [201505966] Número [147963            ] * Linha: 4103; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22061202] Linha: 4103;
568;Título está baixado. Matrícula [201508964] Número [146504            ] * Linha: 4104; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22061206] Linha: 4104;
569;Título está baixado. Matrícula [201318675] Número [148906            ] * Linha: 4667; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22054552] Linha: 4667;
570;Título está baixado. Matrícula [201301000] Número [150948            ] * Linha: 4668; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22054577] Linha: 4668;
571;Título está baixado. Matrícula [201301458] Número [141365            ] * Linha: 4669; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22054581] Linha: 4669;
572;Título está baixado. Matrícula [201301487] Número [146272            ] * Linha: 4670; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22054593] Linha: 4670;
573;Título está baixado. Matrícula [201301987] Número [154886            ] * Linha: 4671; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22054597] Linha: 4671;
574;Título está baixado. Matrícula [201313195] Número [156194            ] * Linha: 4672; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22054617] Linha: 4672;
575;Título está baixado. Matrícula [201313826] Número [156618            ] * Linha: 4673; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22054641] Linha: 4673;
576;Título está baixado. Matrícula [201313834] Número [142884            ] * Linha: 4674; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22054643] Linha: 4674;
577;Título está baixado. Matrícula [201314638] Número [156302            ] * Linha: 4675; SP_BAIXA_AUTOMATICA. Título está baixado. Código [22054650] Linha: 4675;
